episode,dialogue_count
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,26
10,7
11,9
12,4
13,19
14,0
15,0
16,6
17,4
18,6
19,19
20,12
21,11
22,22
23,0
24,0
25,0
26,5
27,14
28,1
29,0
30,10
31,21
32,12
33,0
34,0
35,0
36,14
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
