episode,dialogue_count
1,0
2,0
3,0
4,1
5,2
6,2
7,0
8,1
9,27
10,0
11,1
12,3
13,2
14,3
15,13
16,0
17,0
18,14
19,22
20,0
21,18
22,0
23,19
24,0
25,0
26,0
27,8
28,0
29,0
30,0
31,12
32,13
33,0
34,9
35,1
36,0
37,22
38,0
39,0
40,0
41,0
42,18
43,0
44,37
45,0
46,11
47,14
48,0
49,5
50,2
51,0
52,0
53,0
54,0
55,0
56,0
57,10
58,14
59,0
60,8
61,0
62,0
63,0
64,25
65,18
66,0
67,17
68,10
69,0
70,0
71,0
72,0
73,11
