episode,dialogue_count
1,0
2,0
3,24
4,17
5,33
6,5
7,20
8,3
9,0
10,10
11,10
12,7
13,12
14,22
15,8
16,15
17,0
18,0
19,0
20,5
21,6
22,0
23,13
24,0
25,17
26,7
27,0
28,0
29,0
30,0
31,0
32,0
33,10
34,11
35,15
36,0
37,13
38,0
39,0
40,0
41,10
42,14
43,20
44,15
45,0
46,25
47,8
48,0
49,0
50,0
51,0
52,0
53,0
54,13
55,15
56,0
57,0
58,0
59,0
60,0
61,0
62,4
63,5
64,10
65,3
66,0
67,24
68,0
69,0
70,0
71,0
72,0
73,0
