episode,dialogue_count
1,18
2,9
3,17
4,10
5,8
6,0
7,10
8,1
9,3
10,8
11,8
12,1
13,0
14,0
15,0
16,0
17,33
18,12
19,0
20,18
21,0
22,37
23,23
24,2
25,22
26,8
27,36
28,0
29,0
30,1
31,56
32,20
33,8
34,38
35,0
36,16
37,9
38,15
39,0
40,18
41,3
42,23
43,0
44,29
45,0
46,10
47,5
48,0
49,21
50,12
51,6
52,17
53,7
54,4
55,0
56,12
57,22
58,39
59,0
60,11
61,24
62,10
63,18
64,42
65,41
66,0
67,37
68,0
69,53
70,9
71,1
72,24
73,0
