episode,dialogue_count
1,17
2,19
3,19
4,7
5,17
6,8
7,16
8,12
9,1
10,1
11,34
12,19
13,13
14,0
15,10
16,1
17,22
18,20
19,61
20,1
21,22
22,9
23,1
24,0
25,14
26,9
27,0
28,12
29,0
30,15
31,23
32,27
33,15
34,10
35,45
36,8
37,3
38,0
39,0
40,30
41,30
42,27
43,28
44,20
45,0
46,29
47,25
48,13
49,0
50,16
51,10
52,9
53,9
54,18
55,0
56,7
57,6
58,13
59,0
60,11
61,27
62,5
63,35
64,7
65,29
66,0
67,59
68,17
69,0
70,0
71,0
72,14
73,0
