episode,dialogue_count
1,3
2,5
3,14
4,11
5,0
6,17
7,11
8,0
9,12
10,13
11,5
12,4
13,0
14,3
15,15
16,0
17,15
18,6
19,0
20,5
21,12
22,0
23,9
24,0
25,16
26,0
27,5
28,7
29,8
30,1
31,2
32,0
33,3
34,1
35,8
36,0
37,14
38,0
39,0
40,0
41,0
42,0
43,1
44,6
45,15
46,22
47,1
48,4
49,2
50,8
51,10
52,0
53,0
54,18
55,4
56,0
57,0
58,0
59,0
60,0
61,2
62,7
63,7
64,0
65,16
66,13
67,2
68,1
69,15
70,2
71,0
72,0
73,0
