episode,dialogue_count
1,22
2,24
3,13
4,29
5,0
6,0
7,10
8,4
9,19
10,15
11,7
12,14
13,6
14,0
15,11
16,25
17,25
18,6
19,0
20,3
21,13
22,7
23,3
24,0
25,20
26,9
27,28
28,0
29,6
30,5
31,15
32,0
33,5
34,24
35,10
36,0
37,11
38,3
39,42
40,28
41,28
42,12
43,25
44,12
45,26
46,0
47,4
48,29
49,4
50,22
51,0
52,0
53,12
54,32
55,7
56,0
57,21
58,0
59,31
60,14
61,32
62,20
63,48
64,39
65,46
66,29
67,29
68,48
69,30
70,4
71,1
72,18
73,48
