episode,dialogue_count
1,7
2,2
3,0
4,10
5,13
6,17
7,12
8,2
9,5
10,2
11,5
12,38
13,18
14,0
15,14
16,44
17,17
18,16
19,0
20,23
21,0
22,17
23,7
24,0
25,0
26,14
27,6
28,0
29,0
30,6
31,0
32,6
33,0
34,0
35,0
36,11
37,0
38,14
39,0
40,0
41,0
42,0
43,0
44,0
45,8
46,5
47,8
48,11
49,0
50,2
51,10
52,8
53,0
54,12
55,8
56,0
57,7
58,0
59,10
60,0
61,0
62,2
63,2
64,7
65,0
66,0
67,17
68,3
69,4
70,5
71,0
72,0
73,0
