episode,dialogue_count
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,5
13,3
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,9
25,0
26,10
27,0
28,19
29,4
30,10
31,0
32,0
33,21
34,0
35,0
36,0
37,0
38,5
39,12
40,0
41,5
42,9
43,0
44,0
45,8
46,0
47,14
48,6
49,0
50,0
51,0
52,0
53,14
54,0
55,0
56,25
57,0
58,0
59,0
60,0
61,4
62,0
63,0
64,0
65,7
66,0
67,0
68,0
69,3
70,0
71,0
72,0
73,0
