episode,dialogue_count
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,16
22,0
23,19
24,4
25,2
26,0
27,3
28,6
29,0
30,2
31,5
32,0
33,2
34,7
35,0
36,5
37,0
38,18
39,0
40,6
41,3
42,0
43,0
44,1
45,7
46,0
47,0
48,0
49,0
50,4
51,0
52,4
53,7
54,9
55,1
56,0
57,0
58,12
59,1
60,0
61,0
62,10
63,6
64,14
65,0
66,0
67,1
68,0
69,3
70,1
71,0
72,0
73,0
