episode,dialogue_count
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,12
14,7
15,8
16,0
17,0
18,0
19,0
20,1
21,17
22,25
23,0
24,0
25,2
26,0
27,13
28,7
29,0
30,0
31,5
32,9
33,5
34,16
35,12
36,0
37,0
38,0
39,0
40,0
41,10
42,0
43,23
44,11
45,0
46,11
47,5
48,0
49,0
50,0
51,6
52,0
53,0
54,14
55,0
56,9
57,24
58,0
59,0
60,10
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
