episode,dialogue_count
1,34
2,21
3,20
4,6
5,14
6,1
7,0
8,6
9,25
10,11
11,12
12,2
13,8
14,16
15,20
16,10
17,20
18,7
19,0
20,6
21,1
22,13
23,4
24,5
25,2
26,1
27,4
28,0
29,16
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
