episode,dialogue_count
1,4
2,23
3,22
4,8
5,12
6,10
7,0
8,12
9,6
10,5
11,0
12,27
13,8
14,8
15,17
16,15
17,16
18,24
19,0
20,12
21,0
22,20
23,11
24,2
25,22
26,13
27,8
28,6
29,14
30,8
31,18
32,0
33,19
34,0
35,17
36,0
37,13
38,10
39,0
40,25
41,0
42,15
43,14
44,0
45,0
46,22
47,0
48,13
49,5
50,10
51,2
52,2
53,14
54,0
55,11
56,9
57,5
58,16
59,0
60,1
61,12
62,21
63,0
64,45
65,15
66,22
67,12
68,20
69,33
70,7
71,0
72,13
73,9
