episode,dialogue_count
1,9
2,13
3,9
4,20
5,0
6,7
7,18
8,0
9,27
10,23
11,12
12,8
13,0
14,17
15,39
16,19
17,22
18,6
19,0
20,12
21,14
22,0
23,22
24,9
25,6
26,0
27,14
28,39
29,5
30,8
31,17
32,0
33,14
34,5
35,11
36,16
37,26
38,24
39,0
40,12
41,22
42,17
43,0
44,12
45,13
46,0
47,14
48,36
49,10
50,5
51,6
52,0
53,4
54,21
55,7
56,13
57,0
58,0
59,22
60,20
61,1
62,40
63,45
64,40
65,44
66,5
67,16
68,25
69,46
70,4
71,9
72,26
73,22
