episode,dialogue_count
1,0
2,0
3,8
4,2
5,34
6,0
7,0
8,0
9,10
10,11
11,2
12,14
13,10
14,0
15,0
16,0
17,0
18,18
19,13
20,17
21,0
22,0
23,2
24,23
25,0
26,5
27,0
28,0
29,0
30,10
31,0
32,6
33,0
34,0
35,1
36,23
37,0
38,0
39,0
40,1
41,21
42,13
43,10
44,0
45,0
46,0
47,0
48,0
49,0
50,5
51,10
52,5
53,14
54,0
55,9
56,0
57,0
58,8
59,0
60,1
61,0
62,15
63,12
64,0
65,13
66,0
67,1
68,5
69,0
70,2
71,0
72,17
73,0
