episode,dialogue_count
1,20
2,21
3,26
4,24
5,14
6,25
7,0
8,10
9,62
10,10
11,31
12,46
13,60
14,28
15,34
16,12
17,12
18,60
19,45
20,19
21,35
22,20
23,46
24,8
25,27
26,15
27,21
28,29
29,0
30,40
31,50
32,45
33,25
34,12
35,0
36,25
37,38
38,19
39,0
40,16
41,21
42,14
43,27
44,7
45,19
46,29
47,7
48,35
49,8
50,18
51,13
52,18
53,18
54,31
55,15
56,0
57,0
58,38
59,20
60,9
61,0
62,19
63,61
64,11
65,45
66,7
67,45
68,20
69,48
70,8
71,11
72,44
73,64
